Time(s),wg1(cm),wg2(cm),wg3(cm),wg4(cm),wg5(cm),wg6(cm),wg7(cm)
52.521,-0.1,1.09,-1.18,0.09,1.49,-0.46,-1.36
52.56,0.12,0.81,-1.1,0.36,1.39,-0.7,-1.27
52.599,0.36,0.46,-1.01,0.74,1.22,-0.9,-1.12
52.639,0.57,0.12,-0.87,1.2,1.02,-1.03,-0.9
52.678,0.75,-0.19,-0.67,1.62,0.74,-1.09,-0.67
52.717,0.89,-0.44,-0.37,1.88,0.4,-1.1,-0.41
52.757,1.03,-0.65,0.02,1.93,0.02,-1.04,-0.16
52.796,1.14,-0.82,0.45,1.8,-0.34,-0.97,0.08
52.835,1.21,-0.94,0.94,1.44,-0.68,-0.9,0.33
52.875,1.26,-1.03,1.48,0.88,-0.99,-0.83,0.55
52.914,1.25,-1.07,1.95,0.31,-1.24,-0.76,0.77
52.953,1.18,-1.07,2.21,-0.1,-1.39,-0.66,0.96
52.993,1.01,-1.07,2.2,-0.45,-1.45,-0.54,1.12
53.032,0.79,-1.06,1.89,-0.73,-1.39,-0.37,1.2
53.071,0.55,-1.06,1.32,-0.87,-1.27,-0.14,1.23
53.111,0.29,-1.04,0.74,-0.91,-1.1,0.12,1.19
53.15,0.03,-1.02,0.36,-0.9,-0.91,0.44,1.12
53.189,-0.18,-0.96,0.07,-0.84,-0.71,0.77,1.0
53.228,-0.38,-0.88,-0.16,-0.78,-0.52,1.09,0.86
53.268,-0.57,-0.71,-0.27,-0.75,-0.37,1.32,0.67
53.307,-0.74,-0.45,-0.31,-0.72,-0.27,1.38,0.48
53.346,-0.89,-0.12,-0.36,-0.66,-0.2,1.32,0.33
53.386,-1.01,0.27,-0.42,-0.6,-0.15,1.16,0.2
53.425,-1.09,0.64,-0.48,-0.55,-0.1,1.0,0.07
53.464,-1.16,0.98,-0.51,-0.56,-0.02,0.82,-0.05
53.504,-1.21,1.26,-0.55,-0.63,0.12,0.67,-0.22
53.543,-1.2,1.48,-0.63,-0.71,0.34,0.56,-0.42
53.582,-1.12,1.59,-0.76,-0.73,0.64,0.46,-0.67
53.622,-0.98,1.61,-0.91,-0.67,0.97,0.37,-0.9
53.661,-0.78,1.54,-1.07,-0.52,1.27,0.24,-1.12
53.7,-0.57,1.44,-1.2,-0.33,1.47,0.06,-1.28
53.74,-0.34,1.3,-1.23,-0.13,1.53,-0.16,-1.36
53.779,-0.12,1.11,-1.2,0.07,1.49,-0.41,-1.36
53.818,0.11,0.85,-1.11,0.33,1.39,-0.66,-1.29
53.857,0.35,0.52,-1.02,0.69,1.24,-0.86,-1.15
53.897,0.56,0.16,-0.9,1.14,1.04,-1.02,-0.95
53.936,0.73,-0.15,-0.7,1.57,0.78,-1.1,-0.71
53.975,0.87,-0.42,-0.41,1.86,0.44,-1.11,-0.45
54.015,1.0,-0.63,-0.04,1.93,0.07,-1.08,-0.19
54.054,1.13,-0.8,0.4,1.81,-0.29,-1.01,0.06
54.093,1.2,-0.94,0.89,1.48,-0.64,-0.91,0.29
54.133,1.26,-1.03,1.42,0.95,-0.94,-0.84,0.52
54.172,1.26,-1.07,1.91,0.38,-1.2,-0.76,0.73
54.211,1.2,-1.07,2.2,-0.05,-1.38,-0.67,0.92
54.251,1.04,-1.07,2.2,-0.39,-1.45,-0.56,1.09
54.29,0.84,-1.06,1.93,-0.69,-1.41,-0.39,1.18
54.329,0.58,-1.06,1.4,-0.86,-1.31,-0.18,1.22
54.368,0.32,-1.04,0.82,-0.91,-1.14,0.09,1.19
54.408,0.07,-1.02,0.4,-0.9,-0.94,0.39,1.13
54.447,-0.16,-0.97,0.11,-0.85,-0.75,0.73,1.03
54.486,-0.36,-0.88,-0.13,-0.8,-0.57,1.05,0.88
54.526,-0.54,-0.73,-0.27,-0.76,-0.41,1.28,0.71
54.565,-0.72,-0.49,-0.32,-0.72,-0.29,1.37,0.52
54.604,-0.87,-0.17,-0.38,-0.68,-0.21,1.34,0.34
54.644,-1.01,0.22,-0.42,-0.61,-0.15,1.2,0.2
54.683,-1.09,0.61,-0.48,-0.56,-0.1,1.01,0.08
54.722,-1.15,0.94,-0.52,-0.55,-0.03,0.83,-0.04
54.762,-1.21,1.23,-0.54,-0.61,0.09,0.68,-0.19
54.801,-1.2,1.47,-0.62,-0.69,0.3,0.56,-0.39
54.84,-1.13,1.59,-0.73,-0.72,0.57,0.46,-0.62
54.88,-0.99,1.62,-0.89,-0.69,0.91,0.37,-0.87
54.919,-0.8,1.56,-1.05,-0.55,1.22,0.26,-1.08
54.958,-0.59,1.45,-1.18,-0.37,1.46,0.09,-1.26
54.997,-0.37,1.32,-1.23,-0.17,1.53,-0.13,-1.36
55.037,-0.15,1.15,-1.21,0.04,1.5,-0.38,-1.39
55.076,0.09,0.88,-1.13,0.29,1.41,-0.63,-1.33
55.115,0.32,0.55,-1.04,0.63,1.25,-0.85,-1.2
55.155,0.55,0.2,-0.92,1.08,1.05,-1.02,-1.0
55.194,0.72,-0.12,-0.72,1.52,0.81,-1.11,-0.76
55.233,0.87,-0.39,-0.44,1.84,0.48,-1.14,-0.49
55.273,1.0,-0.61,-0.09,1.93,0.11,-1.11,-0.22
55.312,1.13,-0.79,0.35,1.83,-0.26,-1.03,0.03
55.351,1.2,-0.92,0.83,1.51,-0.59,-0.95,0.27
55.391,1.26,-1.02,1.37,1.0,-0.91,-0.85,0.49
55.43,1.26,-1.07,1.88,0.44,-1.18,-0.77,0.71
55.469,1.2,-1.08,2.17,-0.01,-1.35,-0.69,0.9
55.509,1.06,-1.07,2.21,-0.36,-1.45,-0.57,1.05
55.548,0.86,-1.06,1.97,-0.67,-1.42,-0.41,1.16
55.587,0.62,-1.04,1.46,-0.85,-1.33,-0.21,1.2
55.626,0.36,-1.03,0.86,-0.92,-1.17,0.05,1.19
55.666,0.1,-1.01,0.44,-0.91,-0.98,0.35,1.13
55.705,-0.12,-0.95,0.14,-0.87,-0.77,0.68,1.05
55.744,-0.33,-0.88,-0.12,-0.8,-0.58,1.0,0.9
55.784,-0.53,-0.74,-0.26,-0.76,-0.43,1.25,0.73
55.823,-0.71,-0.53,-0.32,-0.72,-0.3,1.37,0.54
55.862,-0.86,-0.21,-0.37,-0.68,-0.22,1.34,0.38
55.902,-0.97,0.18,-0.42,-0.63,-0.16,1.22,0.22
55.941,-1.07,0.57,-0.48,-0.57,-0.12,1.05,0.09
55.98,-1.14,0.91,-0.51,-0.56,-0.03,0.86,-0.03
56.02,-1.2,1.21,-0.54,-0.6,0.07,0.69,-0.18
56.059,-1.21,1.45,-0.61,-0.68,0.26,0.56,-0.36
56.098,-1.15,1.59,-0.72,-0.73,0.54,0.46,-0.58
56.138,-1.02,1.63,-0.86,-0.7,0.86,0.37,-0.82
56.177,-0.82,1.57,-1.03,-0.58,1.19,0.26,-1.04
56.216,-0.61,1.46,-1.17,-0.4,1.43,0.1,-1.23
56.255,-0.39,1.33,-1.24,-0.19,1.53,-0.09,-1.35
56.295,-0.16,1.17,-1.22,0.03,1.52,-0.34,-1.4
56.334,0.08,0.91,-1.14,0.27,1.41,-0.58,-1.36
56.373,0.31,0.59,-1.06,0.6,1.26,-0.8,-1.25
56.413,0.53,0.24,-0.94,1.03,1.07,-0.99,-1.04
56.452,0.71,-0.08,-0.75,1.48,0.83,-1.1,-0.81
56.491,0.86,-0.36,-0.49,1.81,0.51,-1.15,-0.52
56.531,1.0,-0.59,-0.12,1.93,0.16,-1.14,-0.25
56.57,1.11,-0.77,0.3,1.84,-0.21,-1.07,0.01
56.609,1.2,-0.91,0.77,1.53,-0.56,-0.97,0.25
56.649,1.26,-1.02,1.31,1.04,-0.89,-0.88,0.47
56.688,1.27,-1.08,1.84,0.47,-1.15,-0.78,0.67
56.727,1.23,-1.08,2.17,0.01,-1.34,-0.69,0.86
56.767,1.1,-1.07,2.22,-0.32,-1.45,-0.58,1.03
56.806,0.89,-1.07,1.99,-0.64,-1.45,-0.43,1.14
56.845,0.64,-1.04,1.5,-0.84,-1.35,-0.22,1.19
56.884,0.39,-1.03,0.89,-0.91,-1.19,0.01,1.19
56.924,0.14,-1.01,0.46,-0.92,-1.0,0.31,1.14
56.963,-0.09,-0.96,0.16,-0.88,-0.8,0.63,1.06
57.002,-0.3,-0.89,-0.1,-0.81,-0.61,0.95,0.93
57.042,-0.48,-0.76,-0.26,-0.76,-0.44,1.22,0.77
57.081,-0.67,-0.55,-0.32,-0.73,-0.33,1.35,0.58
57.12,-0.84,-0.25,-0.37,-0.69,-0.22,1.35,0.39
57.16,-0.97,0.14,-0.42,-0.64,-0.16,1.25,0.23
57.199,-1.07,0.53,-0.47,-0.58,-0.1,1.07,0.09
57.238,-1.14,0.88,-0.51,-0.56,-0.06,0.88,-0.03
57.278,-1.2,1.18,-0.54,-0.6,0.06,0.7,-0.16
57.317,-1.22,1.44,-0.6,-0.67,0.23,0.56,-0.33
57.356,-1.16,1.58,-0.71,-0.72,0.49,0.46,-0.55
57.396,-1.02,1.63,-0.85,-0.71,0.83,0.37,-0.78
57.435,-0.84,1.58,-1.02,-0.6,1.16,0.27,-1.02
57.474,-0.63,1.47,-1.15,-0.43,1.43,0.12,-1.22
57.513,-0.4,1.34,-1.24,-0.22,1.53,-0.08,-1.34
57.553,-0.17,1.18,-1.22,0.0,1.53,-0.31,-1.41
57.592,0.05,0.94,-1.16,0.25,1.43,-0.56,-1.38
57.631,0.29,0.63,-1.07,0.59,1.28,-0.78,-1.28
57.671,0.52,0.28,-0.96,1.01,1.09,-0.97,-1.09
57.71,0.7,-0.06,-0.78,1.45,0.84,-1.1,-0.86
57.749,0.86,-0.33,-0.51,1.8,0.54,-1.15,-0.57
57.789,0.99,-0.56,-0.16,1.93,0.18,-1.15,-0.29
57.828,1.11,-0.76,0.26,1.85,-0.19,-1.09,0.0
57.867,1.19,-0.9,0.75,1.55,-0.54,-0.98,0.25
57.907,1.25,-1.01,1.28,1.07,-0.85,-0.89,0.47
57.946,1.27,-1.07,1.81,0.5,-1.12,-0.79,0.66
57.985,1.24,-1.08,2.14,0.04,-1.33,-0.7,0.84
58.025,1.11,-1.07,2.22,-0.3,-1.45,-0.58,1.0
58.064,0.92,-1.06,2.01,-0.61,-1.46,-0.44,1.12
58.103,0.69,-1.04,1.53,-0.82,-1.38,-0.25,1.18
58.142,0.43,-1.03,0.94,-0.91,-1.22,-0.01,1.19
58.182,0.17,-1.0,0.48,-0.93,-1.03,0.27,1.14
58.221,-0.06,-0.95,0.19,-0.88,-0.82,0.6,1.07
58.26,-0.27,-0.88,-0.09,-0.82,-0.62,0.92,0.94
58.3,-0.47,-0.77,-0.23,-0.77,-0.45,1.2,0.79
58.339,-0.66,-0.56,-0.31,-0.73,-0.33,1.34,0.6
58.378,-0.82,-0.27,-0.36,-0.7,-0.24,1.37,0.42
58.418,-0.95,0.1,-0.4,-0.65,-0.17,1.27,0.25
58.457,-1.05,0.5,-0.47,-0.59,-0.12,1.09,0.1
58.496,-1.14,0.86,-0.5,-0.56,-0.06,0.9,-0.02
58.536,-1.2,1.16,-0.54,-0.59,0.05,0.73,-0.16
58.575,-1.21,1.41,-0.59,-0.66,0.21,0.57,-0.32
58.614,-1.16,1.57,-0.7,-0.72,0.46,0.45,-0.52
58.654,-1.05,1.62,-0.84,-0.71,0.79,0.36,-0.76
58.693,-0.86,1.58,-1.0,-0.61,1.14,0.26,-0.99
58.732,-0.65,1.48,-1.15,-0.44,1.41,0.12,-1.19
58.771,-0.43,1.35,-1.22,-0.23,1.54,-0.06,-1.33
58.811,-0.2,1.2,-1.23,0.0,1.54,-0.28,-1.41
58.85,0.03,0.97,-1.17,0.25,1.45,-0.52,-1.4
58.889,0.28,0.67,-1.1,0.57,1.29,-0.76,-1.31
58.929,0.5,0.32,-0.97,0.99,1.1,-0.95,-1.13
58.968,0.69,-0.01,-0.8,1.44,0.86,-1.09,-0.9
59.007,0.84,-0.3,-0.53,1.79,0.57,-1.16,-0.61
59.047,0.97,-0.54,-0.18,1.93,0.21,-1.16,-0.31
59.086,1.1,-0.73,0.23,1.86,-0.15,-1.1,-0.02
59.125,1.19,-0.89,0.7,1.57,-0.51,-1.01,0.23
59.165,1.26,-1.0,1.25,1.08,-0.84,-0.9,0.46
59.204,1.28,-1.06,1.78,0.53,-1.12,-0.8,0.65
59.243,1.24,-1.08,2.14,0.06,-1.33,-0.7,0.81
59.282,1.13,-1.07,2.22,-0.28,-1.45,-0.58,0.97
59.322,0.94,-1.06,2.03,-0.59,-1.46,-0.45,1.1
59.361,0.7,-1.04,1.57,-0.81,-1.4,-0.25,1.16
59.4,0.45,-1.03,0.97,-0.91,-1.24,-0.01,1.18
59.44,0.21,-1.01,0.51,-0.92,-1.04,0.26,1.16
59.479,-0.04,-0.96,0.2,-0.89,-0.83,0.57,1.09
59.518,-0.26,-0.9,-0.07,-0.82,-0.63,0.9,0.98
59.558,-0.45,-0.78,-0.22,-0.77,-0.47,1.18,0.83
59.597,-0.63,-0.59,-0.3,-0.74,-0.34,1.34,0.64
59.636,-0.8,-0.3,-0.36,-0.71,-0.24,1.37,0.43
59.676,-0.93,0.08,-0.4,-0.65,-0.17,1.28,0.26
59.715,-1.04,0.47,-0.46,-0.59,-0.13,1.12,0.1
59.754,-1.12,0.83,-0.5,-0.55,-0.06,0.92,-0.03
59.794,-1.2,1.14,-0.54,-0.58,0.05,0.73,-0.16
59.833,-1.21,1.39,-0.59,-0.65,0.21,0.56,-0.32
59.872,-1.18,1.56,-0.68,-0.7,0.44,0.45,-0.51
59.911,-1.06,1.62,-0.82,-0.71,0.77,0.37,-0.74
59.951,-0.88,1.58,-0.99,-0.62,1.11,0.26,-0.96
59.99,-0.67,1.48,-1.13,-0.46,1.41,0.14,-1.17
60.029,-0.45,1.36,-1.22,-0.25,1.54,-0.05,-1.33
60.069,-0.23,1.22,-1.23,-0.02,1.55,-0.26,-1.41
60.108,0.0,0.99,-1.18,0.24,1.46,-0.5,-1.41
60.147,0.24,0.69,-1.1,0.56,1.31,-0.75,-1.33
60.187,0.48,0.34,-0.99,0.97,1.11,-0.94,-1.15
60.226,0.68,0.02,-0.81,1.43,0.89,-1.09,-0.93
60.265,0.83,-0.27,-0.54,1.79,0.58,-1.17,-0.63
60.305,0.97,-0.51,-0.19,1.93,0.22,-1.17,-0.32
60.344,1.09,-0.72,0.23,1.87,-0.15,-1.13,-0.04
60.383,1.18,-0.88,0.69,1.57,-0.5,-1.03,0.22
60.423,1.25,-0.98,1.23,1.09,-0.83,-0.91,0.45
60.462,1.27,-1.06,1.75,0.53,-1.11,-0.8,0.65
60.501,1.25,-1.08,2.13,0.06,-1.32,-0.69,0.81
60.54,1.14,-1.07,2.21,-0.27,-1.43,-0.58,0.96
60.58,0.96,-1.07,2.03,-0.59,-1.46,-0.45,1.09
60.619,0.73,-1.04,1.58,-0.81,-1.4,-0.26,1.16
60.658,0.48,-1.04,0.99,-0.9,-1.25,-0.03,1.18
60.698,0.22,-1.0,0.52,-0.93,-1.05,0.25,1.16
60.737,-0.02,-0.96,0.22,-0.89,-0.84,0.57,1.09
60.776,-0.24,-0.89,-0.06,-0.83,-0.63,0.88,0.99
60.816,-0.43,-0.79,-0.21,-0.77,-0.45,1.16,0.84
60.855,-0.61,-0.6,-0.29,-0.73,-0.33,1.33,0.66
60.894,-0.78,-0.32,-0.33,-0.7,-0.23,1.37,0.47
60.934,-0.92,0.03,-0.39,-0.65,-0.17,1.3,0.28
60.973,-1.02,0.44,-0.44,-0.59,-0.13,1.14,0.13
61.012,-1.12,0.8,-0.5,-0.55,-0.05,0.94,-0.02
61.052,-1.19,1.1,-0.54,-0.58,0.04,0.74,-0.16
61.091,-1.21,1.36,-0.58,-0.64,0.2,0.56,-0.31
61.13,-1.18,1.54,-0.67,-0.7,0.43,0.44,-0.5
61.169,-1.07,1.62,-0.8,-0.69,0.75,0.36,-0.71
61.209,-0.91,1.59,-0.96,-0.61,1.11,0.26,-0.95
61.248,-0.7,1.5,-1.12,-0.46,1.4,0.13,-1.15
61.287,-0.48,1.38,-1.21,-0.24,1.54,-0.03,-1.32
61.327,-0.26,1.23,-1.23,-0.02,1.55,-0.25,-1.4
61.366,-0.03,1.02,-1.17,0.24,1.47,-0.48,-1.41
61.405,0.22,0.71,-1.11,0.57,1.32,-0.73,-1.34
61.445,0.45,0.38,-0.99,0.98,1.12,-0.92,-1.17
61.484,0.65,0.04,-0.82,1.43,0.9,-1.09,-0.94
61.523,0.83,-0.25,-0.55,1.79,0.6,-1.17,-0.65
61.563,0.96,-0.5,-0.21,1.94,0.23,-1.18,-0.35
61.602,1.09,-0.7,0.2,1.87,-0.14,-1.14,-0.04
61.641,1.18,-0.86,0.67,1.58,-0.49,-1.03,0.22
61.681,1.25,-0.98,1.2,1.09,-0.83,-0.92,0.45
61.72,1.28,-1.04,1.73,0.53,-1.1,-0.8,0.64
61.759,1.25,-1.07,2.12,0.06,-1.32,-0.7,0.8
61.798,1.16,-1.07,2.22,-0.26,-1.43,-0.58,0.96
61.838,0.97,-1.06,2.05,-0.58,-1.46,-0.44,1.06
61.877,0.75,-1.04,1.61,-0.8,-1.4,-0.26,1.14
61.916,0.5,-1.03,1.01,-0.9,-1.25,-0.03,1.18
61.956,0.24,-1.01,0.53,-0.92,-1.06,0.25,1.16
61.995,0.01,-0.97,0.23,-0.88,-0.84,0.56,1.1
62.034,-0.22,-0.9,-0.04,-0.81,-0.63,0.88,1.0
62.074,-0.41,-0.8,-0.2,-0.76,-0.45,1.15,0.86
62.113,-0.59,-0.63,-0.28,-0.73,-0.33,1.33,0.68
62.152,-0.77,-0.36,-0.33,-0.69,-0.23,1.37,0.48
62.192,-0.91,0.0,-0.4,-0.64,-0.17,1.31,0.29
62.231,-1.02,0.4,-0.46,-0.58,-0.12,1.15,0.13
62.27,-1.11,0.76,-0.5,-0.55,-0.05,0.94,-0.03
62.31,-1.18,1.08,-0.53,-0.58,0.05,0.73,-0.16
62.349,-1.21,1.34,-0.58,-0.63,0.2,0.56,-0.31
62.388,-1.19,1.52,-0.65,-0.69,0.44,0.43,-0.5
62.427,-1.08,1.61,-0.8,-0.69,0.75,0.35,-0.7
62.467,-0.92,1.59,-0.95,-0.61,1.11,0.26,-0.94
62.506,-0.71,1.51,-1.11,-0.45,1.4,0.14,-1.14
62.545,-0.5,1.39,-1.21,-0.25,1.54,-0.02,-1.31
62.585,-0.27,1.24,-1.22,-0.02,1.56,-0.24,-1.4
62.624,-0.05,1.04,-1.18,0.24,1.48,-0.48,-1.41
62.663,0.19,0.74,-1.11,0.57,1.32,-0.72,-1.34
62.703,0.43,0.41,-1.0,0.98,1.12,-0.94,-1.19
62.742,0.64,0.08,-0.84,1.43,0.89,-1.09,-0.96
62.781,0.82,-0.23,-0.58,1.79,0.58,-1.18,-0.68
62.821,0.94,-0.48,-0.22,1.95,0.22,-1.18,-0.36
62.86,1.07,-0.68,0.19,1.88,-0.15,-1.14,-0.05
62.899,1.17,-0.84,0.65,1.58,-0.5,-1.04,0.21
62.939,1.24,-0.97,1.18,1.09,-0.83,-0.92,0.45
62.978,1.27,-1.04,1.71,0.52,-1.11,-0.79,0.65
63.017,1.25,-1.07,2.09,0.05,-1.31,-0.69,0.81
63.056,1.16,-1.07,2.22,-0.26,-1.42,-0.58,0.94
63.096,0.99,-1.06,2.06,-0.58,-1.46,-0.44,1.07
63.135,0.77,-1.04,1.63,-0.8,-1.4,-0.26,1.14
63.174,0.52,-1.03,1.02,-0.89,-1.26,-0.02,1.17
63.214,0.25,-1.02,0.54,-0.91,-1.06,0.25,1.17
63.253,0.02,-0.97,0.25,-0.88,-0.84,0.57,1.1
63.292,-0.2,-0.91,-0.02,-0.81,-0.62,0.88,1.0
63.332,-0.4,-0.82,-0.19,-0.76,-0.44,1.16,0.86
63.371,-0.58,-0.63,-0.27,-0.73,-0.31,1.33,0.69
63.41,-0.75,-0.37,-0.32,-0.7,-0.23,1.38,0.51
63.45,-0.89,-0.02,-0.38,-0.65,-0.16,1.32,0.3
63.489,-1.0,0.36,-0.44,-0.59,-0.12,1.15,0.13
63.528,-1.08,0.73,-0.49,-0.55,-0.05,0.94,-0.02
63.568,-1.15,1.05,-0.53,-0.57,0.05,0.74,-0.17
63.607,-1.2,1.32,-0.57,-0.64,0.21,0.56,-0.32
63.646,-1.19,1.51,-0.65,-0.69,0.43,0.43,-0.5
63.685,-1.11,1.59,-0.79,-0.69,0.75,0.33,-0.71
63.725,-0.94,1.59,-0.95,-0.61,1.11,0.25,-0.93
63.764,-0.74,1.51,-1.11,-0.45,1.4,0.14,-1.13
63.803,-0.53,1.4,-1.2,-0.25,1.55,-0.03,-1.29
63.843,-0.31,1.27,-1.22,-0.02,1.57,-0.24,-1.39
63.882,-0.07,1.06,-1.17,0.24,1.48,-0.48,-1.41
63.921,0.17,0.77,-1.11,0.56,1.33,-0.71,-1.34
63.961,0.41,0.44,-1.01,0.97,1.13,-0.94,-1.2
64.0,0.62,0.11,-0.84,1.42,0.9,-1.09,-0.97
64.039,0.8,-0.19,-0.59,1.79,0.6,-1.17,-0.69
64.079,0.94,-0.45,-0.25,1.95,0.23,-1.2,-0.37
64.118,1.06,-0.67,0.15,1.88,-0.15,-1.14,-0.06
64.157,1.17,-0.84,0.61,1.59,-0.5,-1.03,0.23
64.196,1.24,-0.95,1.14,1.1,-0.84,-0.91,0.47
64.236,1.27,-1.03,1.67,0.52,-1.12,-0.78,0.66
64.275,1.25,-1.07,2.07,0.05,-1.32,-0.67,0.81
64.314,1.18,-1.07,2.22,-0.27,-1.43,-0.57,0.96
64.354,1.0,-1.04,2.09,-0.58,-1.46,-0.43,1.06
64.393,0.78,-1.04,1.65,-0.79,-1.39,-0.24,1.13
64.432,0.52,-1.04,1.06,-0.89,-1.25,-0.01,1.17
64.472,0.28,-1.02,0.56,-0.9,-1.05,0.27,1.17
64.511,0.03,-0.98,0.26,-0.87,-0.83,0.58,1.11
64.55,-0.18,-0.92,0.0,-0.81,-0.62,0.89,1.01
64.59,-0.38,-0.83,-0.18,-0.76,-0.44,1.15,0.88
64.629,-0.57,-0.67,-0.26,-0.72,-0.31,1.34,0.72
64.668,-0.73,-0.41,-0.32,-0.69,-0.23,1.38,0.52
64.708,-0.87,-0.04,-0.39,-0.64,-0.17,1.32,0.32
64.747,-0.99,0.34,-0.44,-0.58,-0.13,1.15,0.14
64.786,-1.07,0.71,-0.5,-0.55,-0.06,0.95,-0.03
64.825,-1.14,1.02,-0.53,-0.57,0.06,0.73,-0.18
64.865,-1.19,1.29,-0.57,-0.64,0.21,0.56,-0.33
64.904,-1.19,1.5,-0.64,-0.69,0.44,0.43,-0.51
64.943,-1.11,1.59,-0.78,-0.69,0.77,0.33,-0.71
64.983,-0.95,1.59,-0.94,-0.6,1.11,0.26,-0.94
65.022,-0.77,1.52,-1.1,-0.45,1.41,0.14,-1.13
65.061,-0.54,1.41,-1.2,-0.25,1.55,-0.02,-1.28
65.101,-0.33,1.27,-1.22,-0.03,1.57,-0.24,-1.38
65.14,-0.1,1.08,-1.18,0.22,1.49,-0.48,-1.41
65.179,0.14,0.8,-1.11,0.54,1.34,-0.72,-1.35
65.219,0.39,0.46,-1.01,0.96,1.13,-0.94,-1.19
65.258,0.6,0.12,-0.85,1.4,0.9,-1.1,-0.96
65.297,0.78,-0.18,-0.61,1.78,0.6,-1.18,-0.69
65.337,0.93,-0.44,-0.27,1.95,0.23,-1.2,-0.37
65.376,1.05,-0.65,0.12,1.89,-0.14,-1.14,-0.04
65.415,1.16,-0.8,0.57,1.62,-0.5,-1.04,0.25
65.454,1.23,-0.94,1.09,1.13,-0.83,-0.9,0.48
65.494,1.26,-1.02,1.62,0.54,-1.11,-0.78,0.67
65.533,1.25,-1.06,2.05,0.05,-1.32,-0.66,0.83
65.572,1.18,-1.06,2.23,-0.27,-1.43,-0.56,0.96
65.612,1.01,-1.06,2.11,-0.57,-1.46,-0.43,1.07
65.651,0.79,-1.04,1.7,-0.79,-1.4,-0.24,1.14
65.69,0.55,-1.04,1.1,-0.88,-1.25,-0.01,1.17
65.73,0.29,-1.03,0.58,-0.9,-1.05,0.29,1.16
65.769,0.05,-1.0,0.27,-0.87,-0.82,0.58,1.11
65.808,-0.17,-0.94,0.01,-0.81,-0.62,0.9,1.01
65.848,-0.37,-0.84,-0.17,-0.76,-0.43,1.18,0.87
65.887,-0.54,-0.67,-0.25,-0.72,-0.31,1.34,0.71
65.926,-0.71,-0.43,-0.31,-0.69,-0.23,1.37,0.52
65.966,-0.86,-0.08,-0.36,-0.64,-0.19,1.31,0.32
66.005,-0.97,0.3,-0.43,-0.58,-0.14,1.14,0.14
66.044,-1.06,0.67,-0.49,-0.55,-0.07,0.94,-0.03
66.083,-1.13,0.99,-0.52,-0.57,0.04,0.74,-0.18
66.123,-1.19,1.27,-0.57,-0.63,0.21,0.56,-0.33
66.162,-1.2,1.48,-0.63,-0.69,0.44,0.43,-0.52
66.201,-1.13,1.59,-0.76,-0.69,0.77,0.35,-0.73
66.241,-0.99,1.58,-0.93,-0.6,1.11,0.26,-0.94
66.28,-0.79,1.52,-1.08,-0.45,1.4,0.14,-1.13
66.319,-0.58,1.41,-1.18,-0.25,1.55,-0.03,-1.28
66.359,-0.36,1.29,-1.22,-0.04,1.56,-0.25,-1.38
66.398,-0.12,1.1,-1.18,0.21,1.48,-0.5,-1.4
66.437,0.11,0.81,-1.11,0.52,1.34,-0.73,-1.34
66.477,0.36,0.49,-1.01,0.93,1.16,-0.94,-1.2
66.516,0.59,0.15,-0.85,1.38,0.92,-1.09,-0.97
66.555,0.77,-0.15,-0.62,1.75,0.62,-1.18,-0.68
66.595,0.92,-0.42,-0.31,1.94,0.26,-1.18,-0.36
66.634,1.04,-0.63,0.09,1.91,-0.13,-1.14,-0.04
66.673,1.16,-0.8,0.54,1.65,-0.49,-1.03,0.25
66.712,1.23,-0.92,1.05,1.16,-0.83,-0.9,0.48
66.752,1.26,-1.02,1.59,0.57,-1.11,-0.78,0.67
66.791,1.25,-1.06,2.03,0.06,-1.32,-0.67,0.84
66.83,1.18,-1.06,2.23,-0.26,-1.43,-0.57,0.96
66.87,1.03,-1.04,2.12,-0.56,-1.46,-0.43,1.07
66.909,0.8,-1.03,1.73,-0.77,-1.39,-0.24,1.14
66.948,0.56,-1.04,1.14,-0.87,-1.24,0.0,1.18
66.988,0.3,-1.03,0.61,-0.9,-1.04,0.29,1.16
67.027,0.07,-1.01,0.3,-0.86,-0.82,0.6,1.11
67.066,-0.15,-0.95,0.02,-0.81,-0.61,0.92,1.01
67.106,-0.34,-0.85,-0.16,-0.76,-0.43,1.18,0.9
67.145,-0.52,-0.7,-0.25,-0.73,-0.31,1.33,0.72
67.184,-0.7,-0.45,-0.3,-0.69,-0.24,1.37,0.53
67.224,-0.85,-0.12,-0.37,-0.64,-0.19,1.3,0.33
67.263,-0.97,0.27,-0.43,-0.57,-0.15,1.13,0.14
67.302,-1.05,0.64,-0.48,-0.54,-0.08,0.94,-0.03
67.341,-1.13,0.98,-0.51,-0.56,0.04,0.74,-0.18
67.381,-1.19,1.26,-0.55,-0.63,0.21,0.56,-0.35
67.42,-1.2,1.47,-0.63,-0.69,0.44,0.44,-0.52
67.459,-1.14,1.58,-0.75,-0.69,0.76,0.36,-0.73
67.499,-1.0,1.59,-0.92,-0.6,1.11,0.29,-0.94
67.538,-0.81,1.52,-1.07,-0.45,1.39,0.17,-1.13
67.577,-0.6,1.42,-1.18,-0.26,1.54,-0.02,-1.28
67.617,-0.38,1.29,-1.22,-0.06,1.56,-0.24,-1.38
67.656,-0.15,1.11,-1.18,0.18,1.49,-0.5,-1.4
67.695,0.1,0.83,-1.11,0.49,1.35,-0.73,-1.34
67.735,0.35,0.51,-1.02,0.9,1.17,-0.95,-1.2
